original_text,target,label,text,num_chars
"

Interesting article, Craig.  It's amazing how hard it is to get baseball
teams to understand how to properly market their teams and treat their
customers.  No other business could ever get away with the 19th century 
attitudes that most current owners display in running their clubs.  I guess the
owners look at baseball's high growth rate and ask why it's necessary
to bring 20th century business practices into the game, but they don't
realize how much more growth the game is capable of and how much they
pay in terms of long-term popularity by not doing better by the game
and its fans.",0,rec.sport.baseball,"interesting article , craig . it's amazing how hard it is to get baseball teams to understand how to properly market their teams and treat their customers . no other business could ever get away with the 19th century attitudes that most current owners display in running their clubs . i guess the owners look at baseball's high growth rate and ask why it's necessary to bring 20th century business practices into the game , but they don't realize how much more growth the game is capable of and how much they pay in terms of long-term popularity by not doing better by the game and its fans .",592
"
Also, Alomar got a FAR greater boost from his home park than Baerga did from 
his. And ""six or seven home runs""? Hmm.

So, if you wanted to pick a second baseman to play in Toronto, you'd take 
Alomar. Anywhere else, and you'd probably take Baerga.

Mike",0,rec.sport.baseball,"also , alomar got a far greater boost from his home park than baerga did from his . and ""six or seven home runs"" ? hmm . so , if you wanted to pick a second baseman to play in toronto , you'd take alomar . anywhere else , and you'd probably take baerga . mike",259
"
The investment was there in the form of huge tax breaks, and employer
benfits.  You are overlooking the difference that these could have
made to any company.  Part of the problem was that few industries
were interested in political settling, as much as profit.


True, which leads to the obvious question, should any investment have
been made there at the taxpayer's expense.  Obviously, the answer was
and still is a resounding no.
",3,talk.politics.mideast,"the investment was there in the form of huge tax breaks , and employer benfits . you are overlooking the difference that these could have made to any company . part of the problem was that few industries were interested in political settling , as much as profit . true , which leads to the obvious question , should any investment have been made there at the taxpayer's expense . obviously , the answer was and still is a resounding no .",437
"



Hey, joe -- assuming you're old enough to remember it -- how did you feel
about presidential responsibility every time Reagan said ""I don't recall"" 
about his arms-for-hostages meetings with the Ollie North gang?

How did you feel about it when Bush said he ""was out of the loop on that
decision"" when he was right there in the thick of it?

Oh, right.  ""He was responsible in the sense that he was briefed, but so
what -- shit happens!""  Is that what you said?

-- ",2,talk.politics.guns,"hey , joe -- assuming you're old enough to remember it -- how did you feel about presidential responsibility every time reagan said ""i don't recall"" about his arms-for-hostages meetings with the ollie north gang ? how did you feel about it when bush said he ""was out of the loop on that decision"" when he was right there in the thick of it ? oh , right . ""he was responsible in the sense that he was briefed , but so what -- shit happens!"" is that what you said ? --",466
"With the kind of team Montreal has now,  they can take the
cup easily.  The only problem they have right now is that everyone is
trying to steal the show and play alone.  They need some massive teamwork.
	They are also in a little of a slump because long-time hockey
Montreal Canadiens announcer Claude Mouton died last tuesday and it was
rough on everybody because he has worked with the organization for 21
years.  But I know that is no excuse.  But if the Habs manage to get some
good teamwork and get into the spirit,  they should have no problem
winning in May.",1,rec.sport.hockey,"with the kind of team montreal has now , they can take the cup easily . the only problem they have right now is that everyone is trying to steal the show and play alone . they need some massive teamwork . they are also in a little of a slump because long-time hockey montreal canadiens announcer claude mouton died last tuesday and it was rough on everybody because he has worked with the organization for 21 years . but i know that is no excuse . but if the habs manage to get some good teamwork and get into the spirit , they should have no problem winning in may .",567
"  >
  >  Besides, there's no case that can be made for US military involvement
  >  there that doesn't apply equally well to, say, Liberia, Angola, or
  >  (it appears with the Khmer Rouge's new campaign) Cambodia.   Non-whites
  >  don't count?

  Hmm...some might say Kuwaitis are non-white. Ooops, I forgot, Kuwaitis are
  ""oil rich"", ""loaded with petro-dollars"", etc so they don't count.

...and let's not forget Somalia, which is about as far from white as it
gets.",3,talk.politics.mideast,"> > besides , there's no case that can be made for us military involvement > there that doesn't apply equally well to , say , liberia , angola , or > (it appears with the khmer rouge's new campaign) cambodia . non-whites > don't count ? hmm . . .some might say kuwaitis are non-white . ooops , i forgot , kuwaitis are ""oil rich"" , ""loaded with petro-dollars"" , etc so they don't count . . . .and let's not forget somalia , which is about as far from white as it gets .",468
"Dear Mr. Beyer:

It is never wise to confuse ""freedom of speech"" with ""freedom""
of racism and violent deragatory.""

It is unfortunate that many fail to understand this crucial 
distinction.

Indeed, I find the latter in absolute and complete contradiction
to the former. Racial invective tends to create an atmosphere of
intimidation where certain individuals (who belong to the group
under target group) do not feel the ease and liberty to exercise 
*their* fundamental ""freedom of speech.""

This brand of vilification is not sanctioned under ""freedom of
speech.

Salam,

John Absood",3,talk.politics.mideast,"dear mr . beyer: it is never wise to confuse ""freedom of speech"" with ""freedom"" of racism and violent deragatory ."" it is unfortunate that many fail to understand this crucial distinction . indeed , i find the latter in absolute and complete contradiction to the former . racial invective tends to create an atmosphere of intimidation where certain individuals (who belong to the group under target group) do not feel the ease and liberty to exercise *their* fundamental ""freedom of speech ."" this brand of vilification is not sanctioned under ""freedom of speech . salam , john absood",584
"Dear Ulf,

	Would you possibly consider helpiMontreal Canadiens fans everywhere
by throwing a knee-check in the direction of Denis Savard during your upcoming
game against Montreal? We just can't seem to win WITH him!

						Thanx alot,
						Pete H.


:-)
",1,rec.sport.hockey,"dear ulf , would you possibly consider helpimontreal canadiens fans everywhere by throwing a knee-check in the direction of denis savard during your upcoming game against montreal ? we just can't seem to win with him! thanx alot , pete h . :-)",243
"
Dayley's salary was guarenteed...with Wells the Jays were only on the
hook for 25%(?) of it.

Give Jackson a break...he lost about 10 pounds with that flu he had
when he was traded.


I would rather have Molitor than Winfield...Winfield was just hogging
all the credit, and he was trying to soak the Jays for a 3 year
guarenteed contract...


The Jays pitching can only get better...Molitor and Alomar haven't hit
anything yet...and the Jays are still over .500...",0,rec.sport.baseball,"dayley's salary was guarenteed . . .with wells the jays were only on the hook for 25%( ?) of it . give jackson a break . . .he lost about 10 pounds with that flu he had when he was traded . i would rather have molitor than winfield . . .winfield was just hogging all the credit , and he was trying to soak the jays for a 3 year guarenteed contract . . . the jays pitching can only get better . . .molitor and alomar haven't hit anything yet . . .and the jays are still over .500 . . .",484
"Well, I will have to change the scoring on my playoff pool.  Unfortunately
I don't have time right now, but I will certainly post the new scoring
rules by tomorrow.  Does it matter?  No, you'll enter anyway!!!  Good!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",1,rec.sport.hockey,"well , i will have to change the scoring on my playoff pool . unfortunately i don't have time right now , but i will certainly post the new scoring rules by tomorrow . does it matter ? no , you'll enter anyway!!! good! -- keith keller let's go rangers!!!!! let's go quakers!!!!! kkeller@mail .sas .upenn .edu ivy league champs!!!!",330
"

Sorry, but it is *virtually* impossible to win a division with ""no talent""
over 162 games.

I would amend your definition to:

underdog:  a team expected to lose, but which wins thanks to underestimated
           talent.",0,rec.sport.baseball,"sorry , but it is *virtually* impossible to win a division with ""no talent"" over 162 games . i would amend your definition to: underdog: a team expected to lose , but which wins thanks to underestimated talent .",211
"Yes, Yes, I can see it now >>>> all those Sabre fans FINALLY taking
their Sabre sweaters out of the moth balls and proudly wearing them.
After 9 years of playoff frustration and being up 3 games to nil
I guess it is a pretty good bet.    BUT there has not been a team
that has come back from an 0-3 deficit since 1975 - could this be
the year.   (Don't throw out the moth balls yet)",1,rec.sport.hockey,"yes , yes , i can see it now >>>> all those sabre fans finally taking their sabre sweaters out of the moth balls and proudly wearing them . after 9 years of playoff frustration and being up 3 games to nil i guess it is a pretty good bet . but there has not been a team that has come back from an 0-3 deficit since 1975 - could this be the year . (don't throw out the moth balls yet)",382
"Hey Serdar,
           What nationality are you anyway? You are the supreme geek of
geekdom of the usenet. You are laeding a totally useless and futile life on
your computer Mr. Wimpy. You are the epitamy of a coward.I can predict that
you will spend the rest of your useless, wastefull and pitifull life on the
Usenet.  What a wasted life.  
********************************************************************
System: fourd.com                                Phone: 617-494-0565
Cute quote:  Being a computer means never having to say you're sorry
********************************************************************

",3,talk.politics.mideast,"hey serdar , what nationality are you anyway ? you are the supreme geek of geekdom of the usenet . you are laeding a totally useless and futile life on your computer mr . wimpy . you are the epitamy of a coward .i can predict that you will spend the rest of your useless , wastefull and pitifull life on the usenet . what a wasted life . ******************************************************************** system: fourd .com phone: 617-494-0565 cute quote: being a computer means never having to say you're sorry ********************************************************************",582
"
    Actually all the liberals I've seen have deplored the burning of 
children. I would far preferred that the Davidians had not set the 
fire that burned themselves and their children to death, but I don't 
believe that the responsibility for the fire (or the almost complete 
absense of attempts to escape the blaze) can be placed at the door of 
the Federal authorities.


    Not so. My wife got me a convenient plastic ""drip pan"" for Christmas...


    Yeah, those Nazis. You know how we liberals just love those Nazis.


    Yeah, as information trickles in... funny how that works...
",2,talk.politics.guns,"actually all the liberals i've seen have deplored the burning of children . i would far preferred that the davidians had not set the fire that burned themselves and their children to death , but i don't believe that the responsibility for the fire (or the almost complete absense of attempts to escape the blaze) can be placed at the door of the federal authorities . not so . my wife got me a convenient plastic ""drip pan"" for christmas . . . yeah , those nazis . you know how we liberals just love those nazis . yeah , as information trickles in . . . funny how that works . . .",580
": It is meaningless to compare one player's plus/minus statistic with
: another players' out of the context of the role and the playing time
: of the players involved.    

: To compare Jagr's and Francis's plus/minus is ridiculous and absurd...

: Gerald

Thank you for putting this in perspective!
",1,rec.sport.hockey,: it is meaningless to compare one player's plus/minus statistic with : another players' out of the context of the role and the playing time : of the players involved . : to compare jagr's and francis's plus/minus is ridiculous and absurd . . . : gerald thank you for putting this in perspective!,296
"
Geez.  Everyone comes up with Clark, Williams, Thompson.  These guys
were all up in 1987.  That's ancient history.  So in the last 6 years,
noone, right?  Beck doesn't count.  I said 2 solid years.


Let's see what he does w/o the help of a pitchout every other pitch.
As I remember, even Bob Brenly had a good throwout percentage under
Roger Craig, who loved to sacrifice the count for runners being thrown
out.  Of course, he suffered from 3 ball 1 strike homers a lot too.
I am not a big fan of Manwaring.
",0,rec.sport.baseball,"geez . everyone comes up with clark , williams , thompson . these guys were all up in 1987 . that's ancient history . so in the last 6 years , noone , right ? beck doesn't count . i said 2 solid years . let's see what he does w/o the help of a pitchout every other pitch . as i remember , even bob brenly had a good throwout percentage under roger craig , who loved to sacrifice the count for runners being thrown out . of course , he suffered from 3 ball 1 strike homers a lot too . i am not a big fan of manwaring .",517
"You are such a LOSER!!!!
********************************************************************
System: fourd.com                                Phone: 617-494-0565
Cute quote:  Being a computer means never having to say you're sorry
********************************************************************
",3,talk.politics.mideast,you are such a loser!!!! ******************************************************************** system: fourd .com phone: 617-494-0565 cute quote: being a computer means never having to say you're sorry ********************************************************************,269
"	All humans suffered emotionally, some Jews and many
others suffered physically. It is sad that people like you are
so blinded by emotions that they can't see the facts. Thanks
for calling me names, it only assures me of what kind of
ignorant people I am dealing with. I included your letter since
I thought it demonstrated my point more than anything I could
write. 
",3,talk.politics.mideast,"all humans suffered emotionally , some jews and many others suffered physically . it is sad that people like you are so blinded by emotions that they can't see the facts . thanks for calling me names , it only assures me of what kind of ignorant people i am dealing with . i included your letter since i thought it demonstrated my point more than anything i could write .",371
"Have you ever noticed that after a hockey player has been interviewed
in between periods on a tv game. That they usually get a goal or
an assist. can you explain this or is it that they usually talk 
to stars more than regular players which explains the hight 
percentage of results after.

Just wondering how everybody else thinks about this or if they dont 
care about this trivial nonsense.
ttyl  Tom",1,rec.sport.hockey,have you ever noticed that after a hockey player has been interviewed in between periods on a tv game . that they usually get a goal or an assist . can you explain this or is it that they usually talk to stars more than regular players which explains the hight percentage of results after . just wondering how everybody else thinks about this or if they dont care about this trivial nonsense . ttyl tom,402
"Isn't he the guy who took shots at Jagr and Ulf in a recent Sports
Illustrated? I'm not familiar with Cherry's work, and maybe he's known
for sarcasm, but I'd have to wonder about him doing commentary for the Pens.",1,rec.sport.hockey,"isn't he the guy who took shots at jagr and ulf in a recent sports illustrated ? i'm not familiar with cherry's work , and maybe he's known for sarcasm , but i'd have to wonder about him doing commentary for the pens .",218
"The idea of the card is bull in and of its self, but I'm curious to know, do 
they plan on making it a requirement to *always* have it on you, or is it 
only going to be required to be *presented* when trying to ge medical aid?

BTW, anybody planning on shaving Hillary's head to look for *666*? 8^)

Later Dave,
Days

^^^^^^^^
Goverment logic or just the Clintons?

",2,talk.politics.guns,"the idea of the card is bull in and of its self , but i'm curious to know , do they plan on making it a requirement to *always* have it on you , or is it only going to be required to be *presented* when trying to ge medical aid ? btw , anybody planning on shaving hillary's head to look for *666* ? 8^) later dave , days ^^^^^^^^ goverment logic or just the clintons ?",368
"For that matter, how many Gentleman of The Press Box have been Jewish? The
only Jewish sportscaster that comes to mind is Steve Williams (?), who had
a Phillies show on KYW in Philadelphia in the 80s.",0,rec.sport.baseball,"for that matter , how many gentleman of the press box have been jewish ? the only jewish sportscaster that comes to mind is steve williams ( ?) , who had a phillies show on kyw in philadelphia in the 80s .",205
"hmm - i thought francesca's predictions ALWAYS hovered at or below
 .500, especially in the nfl.  (not counting college football
 bowl day).

he's a nice analyst for explaining past tense, and for mapping out
 what plays teams might do - but for predicting the future, he only
 looks good whne compared to russo.",0,rec.sport.baseball,"hmm - i thought francesca's predictions always hovered at or below .500 , especially in the nfl . (not counting college football bowl day) . he's a nice analyst for explaining past tense , and for mapping out what plays teams might do - but for predicting the future , he only looks good whne compared to russo .",312
"
Methinks you recall wrong. Mitchell hit close to .300 in Atlanta and 
continued to walk alot after his promotion. He was then (I think) left
off the playoff roster, and started the next year in the minors where
even the Braves will tell you he underperformed because he was so mad
at going back down. 

he struggled last year, no doubt, but even the Braves blamed part of it
on the demotion. I'd much rather have Mitchell than say Mark Whiten on
the Cards.


",0,rec.sport.baseball,"methinks you recall wrong . mitchell hit close to .300 in atlanta and continued to walk alot after his promotion . he was then (i think) left off the playoff roster , and started the next year in the minors where even the braves will tell you he underperformed because he was so mad at going back down . he struggled last year , no doubt , but even the braves blamed part of it on the demotion . i'd much rather have mitchell than say mark whiten on the cards .",461
"



According to ""Quotations from Chairman Cherry"", Don was playing in
Springfield. He and another player had to pay some fines; the other
player had his paid off, but not Don didn't want to.

Don called the other player a ""teacher's Pet"", and the other player
replied ""Ah, that's just sour grapes"".",1,rec.sport.hockey,"according to ""quotations from chairman cherry"" , don was playing in springfield . he and another player had to pay some fines; the other player had his paid off , but not don didn't want to . don called the other player a ""teacher's pet"" , and the other player replied ""ah , that's just sour grapes"" .",301
"


	I disagree.  By converting to another religion, you certainly
do change your cultural identity, and lose that part of you which was
Jewish.




	No, there is a serious cultural and religios difference
between renouncing the jewish god and accepting a new one.  ""Thou
shall have no other gods before me.""  Conversion is a violation of
this, atheism you might be able to wiggle around with.

Adam



Adam Shostack 				       adam@das.harvard.edu",3,talk.politics.mideast,"i disagree . by converting to another religion , you certainly do change your cultural identity , and lose that part of you which was jewish . no , there is a serious cultural and religios difference between renouncing the jewish god and accepting a new one . ""thou shall have no other gods before me ."" conversion is a violation of this , atheism you might be able to wiggle around with . adam adam shostack adam@das .harvard .edu",431
"

This is very sad indeed.  My condolences to the Minnesota fans who are
losing their team.

I fear that within the next decade or so the only professional sports team
left in Pittsburgh will be the Steelers.

We should always enjoy things when we can.  You never know when they'll
be taken away from us.",1,rec.sport.hockey,this is very sad indeed . my condolences to the minnesota fans who are losing their team . i fear that within the next decade or so the only professional sports team left in pittsburgh will be the steelers . we should always enjoy things when we can . you never know when they'll be taken away from us .,303
"

oh, i see. electricity is a natural right & our wonderful government
would -never- cut off the power to the people they were besieging.
are you really this dumb, or just acting like it for the sake of
argument?

jason
",2,talk.politics.guns,"oh , i see . electricity is a natural right & our wonderful government would -never- cut off the power to the people they were besieging . are you really this dumb , or just acting like it for the sake of argument ? jason",221
"I missed the original post, but aren't the Expos rushing alomost their
entire team this year?  I am from Montreal, and am a fan, but geez, the 
Expos rank 27th in salary (only the Rockies trail) and someone at 
the average age would probably be in first year University!
			CorelMARK!

",0,rec.sport.baseball,"i missed the original post , but aren't the expos rushing alomost their entire team this year ? i am from montreal , and am a fan , but geez , the expos rank 27th in salary (only the rockies trail) and someone at the average age would probably be in first year university! corelmark!",283
"

i would like to remind my jewish colleague mzm that much of the
stories of the holocaust (including the ones in the u.s. holocaust
memorial museum) were *not* eaten up by some of the papers.

we just have to wait to build muesums for it..
   ",3,talk.politics.mideast,i would like to remind my jewish colleague mzm that much of the stories of the holocaust (including the ones in the u .s . holocaust memorial museum) were *not* eaten up by some of the papers . we just have to wait to build muesums for it . .,242
"


Why do you title this ""News you will miss"" ?

There have been at least three front-page stories on it in the L.A. Times.

I wouldn't exactly call that a media cover-up.




___Samuel___
Mossad Special Agent ID314159
Media Spiking & Mind Control Division
Los Angeles Offices",3,talk.politics.mideast,"why do you title this ""news you will miss"" ? there have been at least three front-page stories on it in the l .a . times . i wouldn't exactly call that a media cover-up . ___samuel___ mossad special agent id314159 media spiking & mind control division los angeles offices",271
"
A guy who threw 240 innings with about .6 run lower ERA would have saved the
bullpen even more. Say, somebody like Frank Viola (238 innings).


Nice audition tape. Send it to:
   Baseball Tonight
   ATTN: Ray Knight
   ESPN
   Bristol, CT

Have you, by chance, taken a look at the boxscores from last year to
determine the accuracy of your account? I seem to recall Morris getting at
least 3 or 4 wins last year when the Jays came back from behind after they
had decided to pull Morris at the end of an inning.

 Mike Jones | AIX High-End Development | mjones@donald.aix.kingston.ibm.com",0,rec.sport.baseball,"a guy who threw 240 innings with about .6 run lower era would have saved the bullpen even more . say , somebody like frank viola (238 innings) . nice audition tape . send it to: baseball tonight attn: ray knight espn bristol , ct have you , by chance , taken a look at the boxscores from last year to determine the accuracy of your account ? i seem to recall morris getting at least 3 or 4 wins last year when the jays came back from behind after they had decided to pull morris at the end of an inning . mike jones | aix high-end development | mjones@donald .aix .kingston .ibm .com",583
"
Question:
If a team uses 40 players in a season do you merely divide the total +/-
by 40?  If so, a player who plays in only 1 game is considered equally
valuable as a player who plays in all of them.


Since the standard deviation for each team is different, I am unsure how 
""transferable"" between teams that these stats are.  Shouldn't the average
standard deviation in the league be used?

I am interested in seeing each method.
But I still think that mine is the best. If for no other reason than familiarity.",1,rec.sport.hockey,"question: if a team uses 40 players in a season do you merely divide the total +/- by 40 ? if so , a player who plays in only 1 game is considered equally valuable as a player who plays in all of them . since the standard deviation for each team is different , i am unsure how ""transferable"" between teams that these stats are . shouldn't the average standard deviation in the league be used ? i am interested in seeing each method . but i still think that mine is the best . if for no other reason than familiarity .",517
"




It is the Croats that were divided, at least 70,000 were left in Serbian
province of Vojvodina. It is the Muslims that were divided, 200,000
left in the region of Sanjak that now belongs to Serbia. If the Serbs
in Croatia and Bosnia-Hercegovina want self-determination, the same
right should be given to Croats and Muslims, and Albanians and Hungarians
in Serbia. Why should Serbia be exempted?
",3,talk.politics.mideast,"it is the croats that were divided , at least 70 ,000 were left in serbian province of vojvodina . it is the muslims that were divided , 200 ,000 left in the region of sanjak that now belongs to serbia . if the serbs in croatia and bosnia-hercegovina want self-determination , the same right should be given to croats and muslims , and albanians and hungarians in serbia . why should serbia be exempted ?",404
"
On TV news this morning it was reported that the local Texas authorities
who have reviewed the cases of the 21 children who were released
earlier in the siege have found no evidence of physical or sexual
abuse of any of the children.  I don't recall if this was on Good
Morning America or our local Texas TV station.",2,talk.politics.guns,on tv news this morning it was reported that the local texas authorities who have reviewed the cases of the 21 children who were released earlier in the siege have found no evidence of physical or sexual abuse of any of the children . i don't recall if this was on good morning america or our local texas tv station .,317
"
Not anymore!  Recent archaeological inspection of the site presents pretty
compelling evidence that the ""mass suicide"" at Masada never occured.  This
evidence was so compelling tha the Tzahal no long hold their secret ceremony
at the fortress.

",2,talk.politics.guns,"not anymore! recent archaeological inspection of the site presents pretty compelling evidence that the ""mass suicide"" at masada never occured . this evidence was so compelling tha the tzahal no long hold their secret ceremony at the fortress .",243
"

Dorin, of all the criticism of my post expressed on t.p.m., this one I accept.
I regret that aspect of my post. It is my hope that the occupation will end (and
the accompanying loss of life) but I believe that stiff resistance can help to 
achieve that end. Despite what some have said on t.p.m., I think that there is 
a point when losses are unacceptable. The strategy drove U.S. troops out of 
Lebanon, at least.",3,talk.politics.mideast,"dorin , of all the criticism of my post expressed on t .p .m . , this one i accept . i regret that aspect of my post . it is my hope that the occupation will end (and the accompanying loss of life) but i believe that stiff resistance can help to achieve that end . despite what some have said on t .p .m . , i think that there is a point when losses are unacceptable . the strategy drove u .s . troops out of lebanon , at least .",429
"


   I agree. I also think Roy needs a good kick sometimes...that horrible
4-0 loss to the Capitals last week...yeeeech!

   Here's to Cup #23...this year!

 
-- 
Richard J. Rauser        ""You have no idea what you're doing.""
rauser@sfu.ca            ""Oh, don't worry about that. We're professional
WNI                          outlaws - we do this for a living.""",1,rec.sport.hockey,"i agree . i also think roy needs a good kick sometimes . . .that horrible 4-0 loss to the capitals last week . . .yeeeech! here's to cup #23 . . .this year! -- richard j . rauser ""you have no idea what you're doing ."" rauser@sfu .ca ""oh , don't worry about that . we're professional wni outlaws - we do this for a living .""",323
" 
 
No....Hal McRae is the worst manager in baseball.  I've never seen a guy who
can waste talent like he can.  One of the best raw-talent staffs in the league,
and he's still finding a way to lose.  I'll be surprised if he makes it through
the next 2 weeks, unless drastic improvement is made.",0,rec.sport.baseball,"no . . . .hal mcrae is the worst manager in baseball . i've never seen a guy who can waste talent like he can . one of the best raw-talent staffs in the league , and he's still finding a way to lose . i'll be surprised if he makes it through the next 2 weeks , unless drastic improvement is made .",297
"
Why?  If you're not a threat, you're not affected at all.


Why?  I note that the available psych info says that feelings of
security INCREASE.  The victimization stats say that that increase
is rational.


Yes, they are, but how?


Nope - that doesn't happen.  Instead the switch (among those who
change behaviors) to property crimes.  That's an improvement even if
the economic take is unchanged.  Sure - not everyone switches, but
they were killing before.

-andy",2,talk.politics.guns,"why ? if you're not a threat , you're not affected at all . why ? i note that the available psych info says that feelings of security increase . the victimization stats say that that increase is rational . yes , they are , but how ? nope - that doesn't happen . instead the switch (among those who change behaviors) to property crimes . that's an improvement even if the economic take is unchanged . sure - not everyone switches , but they were killing before . -andy",467
"
Their phone number is 1-800-377-9777. The last catalog shows three 
Oaks jerseys: 36 Home, 42 Home, 39 Home - they're each $165.00.  All their
merchandise is handmade and is an authentic replica.  I own a couple -
and they are excellent. They also have wool caps and jackets.  You should
call to get on their mailing list even if you can't afford their prices.",0,rec.sport.baseball,"their phone number is 1-800-377-9777 . the last catalog shows three oaks jerseys: 36 home , 42 home , 39 home - they're each $165 .00 . all their merchandise is handmade and is an authentic replica . i own a couple - and they are excellent . they also have wool caps and jackets . you should call to get on their mailing list even if you can't afford their prices .",365
"For those Leaf fans who are concerned, the following players are slated for
return on Thursday's Winnipeg-Toronto game :
    Peter Zezel, John Cullen

  Mark Osborne and Dave Ellett are questionable to return on Thursday.",1,rec.sport.hockey,"for those leaf fans who are concerned , the following players are slated for return on thursday's winnipeg-toronto game : peter zezel , john cullen mark osborne and dave ellett are questionable to return on thursday .",217
"Just wanted to let all the people who e-mailed me about 
a possible Cardinals mailing list that I wasn't able to
get the OK to host the list here so someone else will
have to do it. :-(

Many thanks to Bob Netherton for his helpful info.",0,rec.sport.baseball,just wanted to let all the people who e-mailed me about a possible cardinals mailing list that i wasn't able to get the ok to host the list here so someone else will have to do it . :-( many thanks to bob netherton for his helpful info .,237
"

So why did the Australian Customs Service make a public statement to
a parliamentary committee last year that weapons smuggling was a problem
which it was not able to control?  Possibly criminals don't have your 
grasp of economics?",2,talk.politics.guns,so why did the australian customs service make a public statement to a parliamentary committee last year that weapons smuggling was a problem which it was not able to control ? possibly criminals don't have your grasp of economics ?,232
"
And, had not these citizens accepted the moral responsibility to
protect their own lives, there could well have been at least
13 innocent victims lying dead and several criminals still out 
walking the streets perpetrating their crimes on others.


",2,talk.politics.guns,"and , had not these citizens accepted the moral responsibility to protect their own lives , there could well have been at least 13 innocent victims lying dead and several criminals still out walking the streets perpetrating their crimes on others .",248
"I've heard that you can score on Belfour by shooting high 
because he goes down a lot, and on Potvin by shooting high 
on him and then getting the rebound in because he plays so
deep in the net.  Any truth to these?


			Brad",1,rec.sport.hockey,"i've heard that you can score on belfour by shooting high because he goes down a lot , and on potvin by shooting high on him and then getting the rebound in because he plays so deep in the net . any truth to these ? brad",220
"The explanations of Federal law enforcement officials about what
happened in Waco is just another example of the survivors writing the
history books to put themselves in the best of a bad light.
-- 
Dave Feustel N9MYI <feustel@netcom.com>",2,talk.politics.guns,the explanations of federal law enforcement officials about what happened in waco is just another example of the survivors writing the history books to put themselves in the best of a bad light . -- dave feustel n9myi <feustel@netcom .com>,239
"The comparison of the Palestinian situation with the Holocaust
is insulting and completely false.  Any person making such a rude
and false comparison is either ignorant of the Holocaust, or also
ignorant of the situation in the mideast, or is an anti-semite.",3,talk.politics.mideast,"the comparison of the palestinian situation with the holocaust is insulting and completely false . any person making such a rude and false comparison is either ignorant of the holocaust , or also ignorant of the situation in the mideast , or is an anti-semite .",261
"

       As a data point from Tennessee, a friend of mine and a police
officer essentially recommends that if you can, fade away.  Even if
you were perfectly justified you're likely in for a great deal of 
hassle.  (A side note, carrying a gun concealed is a misdemeanor.)


       It's one of those ""by State"" things, pretty much.  ",2,talk.politics.guns,"as a data point from tennessee , a friend of mine and a police officer essentially recommends that if you can , fade away . even if you were perfectly justified you're likely in for a great deal of hassle . (a side note , carrying a gun concealed is a misdemeanor .) it's one of those ""by state"" things , pretty much .",318
"To my fellow Columbian, I must ask, why do you say that I engage
in fantasies?  Arafat is a terrorist, who happens to have
 a lot of pull among Palestinians.  Can we ignore the two facts?
I doubt it.",3,talk.politics.mideast,"to my fellow columbian , i must ask , why do you say that i engage in fantasies ? arafat is a terrorist , who happens to have a lot of pull among palestinians . can we ignore the two facts ? i doubt it .",203
"Newsgroups: rec.sport.baseball




Harry talks about this ""incident"" in his autobiography ""Holy Cow.""  
Unfortunately, I can not clarify on this since (1) I read the book a couple
of years ago and (2) I do not have my book with me.  

Anyway, It is a pretty interesting book if you are a Harry or Cubs fan.",0,rec.sport.baseball,"newsgroups: rec .sport .baseball harry talks about this ""incident"" in his autobiography ""holy cow ."" unfortunately , i can not clarify on this since (1) i read the book a couple of years ago and (2) i do not have my book with me . anyway , it is a pretty interesting book if you are a harry or cubs fan .",304
"

I'd have to take Quebec in 6.


Hawks will win, but it will take 5.

Cal in 7.

Boston will beat Quebec in 6.


Pitt in 6. The Bruins arent a pushover.
The hawks havent had problems with them  all year. Yep, I agree.

Unless the Hawks can somehow change fate, you're right.  

Who knows, though.  Maybe some intensive forechecking aka normal Hawks
style will nullify a seemingly unbeatable team.  Maybe the Pens are due
for a let-down.  Hell, how could they _possibly_ extend their record
making play all the way through the playoffs.? 

",1,rec.sport.hockey,"i'd have to take quebec in 6 . hawks will win , but it will take 5 . cal in 7 . boston will beat quebec in 6 . pitt in 6 . the bruins arent a pushover . the hawks havent had problems with them all year . yep , i agree . unless the hawks can somehow change fate , you're right . who knows , though . maybe some intensive forechecking aka normal hawks style will nullify a seemingly unbeatable team . maybe the pens are due for a let-down . hell , how could they _possibly_ extend their record making play all the way through the playoffs . ?",540
"I caught the tail end of a piece on NPR (National Public Radio) about
Chomsky.  Apparently there is a new documentary about him and his
concepts on the propagandist news media of the West, or some such.
The funny thing is that NPR painted Chomsky and the documentary in
such a positive light, or at least ended the report in a positive way.
The documentary is just now showing in a few cities in the US, and
will open in more cities in June.  Sorry, forgot the title.",3,talk.politics.mideast,"i caught the tail end of a piece on npr (national public radio) about chomsky . apparently there is a new documentary about him and his concepts on the propagandist news media of the west , or some such . the funny thing is that npr painted chomsky and the documentary in such a positive light , or at least ended the report in a positive way . the documentary is just now showing in a few cities in the us , and will open in more cities in june . sorry , forgot the title .",474
